SMILES,predicted_active_probability
Oc1ccc(N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)c2c1OCCO2,0.9866666666666667
c1cc2c3c(c[nH]c3c1)C[C@H]1CN(C3CCCC3)CCN21,0.9866666666666667
c1cc2c3c(c[nH]c3c1)C[C@H]1CN(c3nccc4occc34)CCN21,0.9866666666666667
c1cc2c3c(c[nH]c3c1)C[C@H]1CN(c3nsc4ccccc34)CCN21,0.9866666666666667
c1cc2c3c(c[nH]c3c1)C[C@H]1CN(c3noc4ccccc34)CCN21,0.9866666666666667
c1cc2c3c(c[nH]c3c1)C[C@H]1CN(C3CCOC3)CCN21,0.9866666666666667
Fc1ccc2c(N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)n[nH]c2c1,0.9866666666666667
Cc1cc(N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)no1,0.9866666666666667
c1ccc(N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)nc1,0.9833333333333333
CCCCCCCCCC(=O)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9833333333333333
Cc1ccc2c(N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)cccc2n1,0.9833333333333333
O=S(=O)(c1cccc2ncccc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9833333333333333
Oc1nc2c(N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)cccc2[nH]1,0.9833333333333333
c1cc2c(c(N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)c1)OCO2,0.9833333333333333
c1ccc2c(c1)CCC(N1CCN3c4cccc5[nH]cc(c45)C[C@H]3C1)C2,0.9833333333333333
Nc1ncc(N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)[nH]1,0.9833333333333333
Clc1ccccc1N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9833333333333333
c1cc2c3c(c[nH]c3c1)C[C@H]1CN(c3cn4ccccc4n3)CCN21,0.9833333333333333
O=S(=O)(c1ccccc1)n1ccc2c(N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)cccc21,0.9833333333333333
O=C([C@@H]1CC2c3ccccc3Sc3ccc(F)cc3[C@H]2O1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9833333333333333
CN1CCc2cc(Cl)c(O)cc2[C@H]2c3cccc(-c4cc(F)ccc4C(=O)N4CCN5c6cccc7[nH]cc(c67)C[C@H]5C4)c3CC[C@@H]21,0.9833333333333333
c1ccc2c(N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)ccnc2c1,0.9833333333333333
O=C(c1c[nH]c2ccc(NC3CCCc4ccccc43)cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.98
c1cc2c3c(c[nH]c3c1)C[C@H]1CN(c3coc4ccccc34)CCN21,0.98
O=C1COc2ccc(N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)cc2N1,0.98
c1cnc2c(c1)CC(N1CCN3c4cccc5[nH]cc(c45)C[C@H]3C1)CC2,0.98
c1ccc2[nH]c(N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)cc2c1,0.98
Oc1cccc2c1CC[C@H](N1CCN3c4cccc5[nH]cc(c45)C[C@H]3C1)C2,0.98
CC1(C)Cc2cccc3c2N1C(=O)C(N1CCN2c4cccc5[nH]cc(c45)C[C@H]2C1)CC3,0.98
O=C1COc2cc(N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)ccc2N1,0.98
CN1CCc2cc(Cl)c(O)cc2[C@H]2c3cccc(C(=O)N4CCN5c6cccc7[nH]cc(c67)C[C@H]5C4)c3CC[C@@H]21,0.98
Cc1ncc(N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)o1,0.98
Oc1cccc2c1CC[C@@H](N1CCN3c4cccc5[nH]cc(c45)C[C@H]3C1)C2,0.98
O=C(c1c[nH]c2ccc(-c3n[nH]c4cc(F)ccc34)cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9766666666666667
N#Cc1cccnc1N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9766666666666667
CC(C)(O)CC(=O)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9766666666666667
Oc1ccc2c(c1)CC(N1CCN3c4cccc5[nH]cc(c45)C[C@H]3C1)CC2,0.9766666666666667
O=C1COc2ccc(-c3cc(F)ccc3C(=O)N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)cc2N1,0.9766666666666667
c1cc2c3c(c[nH]c3c1)C[C@H]1CN(c3nccc4c3CCO4)CCN21,0.9766666666666667
N#Cc1cccc2c1CCC(N1CCN3c4cccc5[nH]cc(c45)C[C@H]3C1)C2,0.9766666666666667
O=C1COc2cc(-c3cc(F)ccc3C(=O)N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)ccc2N1,0.9766666666666667
O=C(c1ccc(F)nc1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9733333333333334
Nc1ncc(C(=O)N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)[nH]1,0.9733333333333334
O=C1COc2cc(C(=O)N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)ccc2N1,0.9733333333333334
CC1(C)Cc2cccc3c2N1C(=O)C(C(=O)N1CCN2c4cccc5[nH]cc(c45)C[C@H]2C1)CC3,0.9733333333333334
O=C1COc2ccc(C(=O)N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)cc2N1,0.9733333333333334
Cc1ccc(C(=O)N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)cn1,0.9733333333333334
O=C(c1ccc(F)cc1-c1ccc(O)c2c1OCCO2)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9733333333333334
c1cc2c3c(c[nH]c3c1)C[C@H]1CN(C34CC5CC(CC(C5)C3)C4)CCN21,0.9733333333333334
Cc1cc(N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)on1,0.9733333333333334
O=C(c1c[nH]c2ccc(-c3ccc(F)cc3Cl)cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9733333333333334
Cc1ccc(-c2cc(F)ccc2C(=O)N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)cn1,0.9733333333333334
Cc1cc(C)c(N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)c(C)c1,0.9733333333333334
O=C(c1ccc(F)cc1-c1ccc(F)nc1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.97
O=C(c1c[nH]c2ccc(-c3noc4cc(F)ccc34)cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.97
O=C(c1c[nH]c2ccc(-c3ccc(F)nc3)cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.97
O=C(c1c[nH]c2ccc(-c3ccc(F)cc3)cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.97
O=C([C@H]1CCc2c(O)cccc2C1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.97
O=C([C@@H]1CCc2c(O)cccc2C1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.97
O=C(c1ccc(F)cc1-c1ccccc1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.97
CC(O)C(=O)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.97
O=C(c1c[nH]c2ccc(-c3ccccc3F)cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.97
O=c1cc(N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)cc[nH]1,0.97
O=C1COc2ccc(-c3ccc4[nH]cc(C(=O)N5CCN6c7cccc8[nH]cc(c78)C[C@H]6C5)c4c3)cc2N1,0.97
O=S(=O)(c1ccccc1)n1ccc2ccc(N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)cc21,0.97
O=C(C1CCc2ncccc2C1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9666666666666667
O=C(c1ccc(F)cc1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9666666666666667
Cc1cc(-c2cc(F)ccc2C(=O)N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)[nH]n1,0.9666666666666667
Cc1ncc(C(=O)N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)o1,0.9666666666666667
Cc1ncc(-c2cc(F)ccc2C(=O)N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)o1,0.9666666666666667
O=C(c1ccc(F)cc1-c1ccc(Br)cc1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9666666666666667
O=C(c1ccc(Br)cc1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9666666666666667
O=C(c1ccc(F)cc1N1CCC[C@@H]2c3cc4c(cc3CC[C@H]21)CCO4)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9666666666666667
O=C1c2ccc(Cl)cc2CC1C(=O)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9666666666666667
O=C(C1CCc2ccccc2C1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9666666666666667
Cc1ccc2c(-c3cc(F)ccc3C(=O)N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)cccc2n1,0.9666666666666667
O=C(c1ccc(F)cc1-c1ccc2ccc(=O)[nH]c2c1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9666666666666667
Cn1cc2c(-c3cc(F)ccc3C(=O)N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)cccc2n1,0.9666666666666667
O=C(c1ccc(F)cc1-c1cccc(Cl)c1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9666666666666667
O=C(c1ccc(F)cc1-c1cccc([N+](=O)[O-])c1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9666666666666667
O=C(c1ccc(F)cc1-c1ccsc1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9666666666666667
Nc1ncc(-c2ccc3[nH]cc(C(=O)N4CCN5c6cccc7[nH]cc(c67)C[C@H]5C4)c3c2)[nH]1,0.9666666666666667
O=C(c1ccc(F)cc1-c1cccc(Cl)c1Cl)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9666666666666667
O=C(c1ccc(F)cc1-c1ccc(F)cc1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9666666666666667
O=C(c1ccc(F)cc1-c1cn(S(=O)(=O)c2ccccc2)c2ccccc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9666666666666667
O=C(c1ccc(F)cc1-c1ccc2ccccc2c1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9666666666666667
O=C(c1ccc(F)cc1-c1n[nH]c2cc(F)ccc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9666666666666667
N#Cc1cccc2c1CCC(C(=O)N1CCN3c4cccc5[nH]cc(c45)C[C@H]3C1)C2,0.9666666666666667
C[C@H]1c2c(O)cccc2CC[C@H]1N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9666666666666667
O=C1COc2cc(-c3ccc4[nH]cc(C(=O)N5CCN6c7cccc8[nH]cc(c78)C[C@H]6C5)c4c3)ccc2N1,0.9666666666666667
O=c1ccc2ccc(N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)cc2[nH]1,0.9666666666666667
S=c1[nH]c2ccc(N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)cc2[nH]1,0.9666666666666667
c1cc2c(c(N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)c1)CCO2,0.9666666666666667
O=c1ccc2c(N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)ccc(O)c2[nH]1,0.9666666666666667
CN1CCc2ccc(N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)cc2C1=O,0.9666666666666667
O=C(c1cccc2c1ccn2S(=O)(=O)c1ccccc1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9666666666666667
Cn1cc2c(-c3ccc4[nH]cc(C(=O)N5CCN6c7cccc8[nH]cc(c78)C[C@H]6C5)c4c3)cccc2n1,0.9666666666666667
O=[N+]([O-])c1cccc(N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)c1,0.9666666666666667
O=C(c1ccc(F)cc1-c1cccc2c1ccn2S(=O)(=O)c1ccccc1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9633333333333334
O=C(c1ccc(F)cc1-c1ccccc1Cl)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9633333333333334
O=C(c1ccc(F)cc1-c1ccc2[nH]c(=S)[nH]c2c1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9633333333333334
O=C(c1ccc(F)cc1-c1cccc2c1OCO2)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9633333333333334
O=C(C1Cc2ccccc2C1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9633333333333334
O=C(c1ccc(F)cc1-c1ccc(F)cc1Cl)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9633333333333334
O=C(c1c[nH]c2ccc(-c3ccccc3O)cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9633333333333334
O=C(c1ccc(F)cc1N1CCc2cccc3c2[C@H]1Cc1cccc(O)c1-3)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9633333333333334
O=C(c1c[nH]c2ccc(-c3cn(S(=O)(=O)c4ccccc4)c4ccccc34)cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9633333333333334
O=C(c1ccc(F)cc1-c1cccc(Br)c1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9633333333333334
O=C(c1n[nH]c2cc(F)ccc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9633333333333334
O=C(c1ccc(F)cc1-c1cnccn1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9633333333333334
Nc1ncc(-c2cc(F)ccc2C(=O)N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)[nH]1,0.9633333333333334
O=C(c1c[nH]c2ccc(-c3ccccc3Cl)cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9633333333333334
Cc1cc(C(=O)N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)on1,0.9633333333333334
N#Cc1ccc2cc(N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)[nH]c2c1,0.9633333333333334
C#Cc1ccc(C(=O)N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)cc1,0.9633333333333334
O=C(c1c[nH]c2ccc(-c3ccc(O)c4c3OCCO4)cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9633333333333334
O=C(c1ccc(F)cc1NC1CCCc2ccccc21)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9633333333333334
O=C(c1c[nH]c2ccc(N3CCC[C@@H]4c5cc6c(cc5CC[C@H]43)CCO6)cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9633333333333334
O=C(c1c[nH]c2ccc(N3CCc4cccc5c4[C@H]3Cc3cccc(O)c3-5)cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9633333333333334
Cc1cc(C)c(C(=O)N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)c(C)c1,0.9633333333333334
O=C(c1ccc(F)cc1-c1ccccc1O)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9633333333333334
C[C@H]1c2c(O)cccc2CC[C@H]1c1cc(F)ccc1C(=O)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9633333333333334
O=C(c1ccc2ccn(S(=O)(=O)c3ccccc3)c2c1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9633333333333334
O=C(c1ccc(F)cc1-c1cc[nH]c(=O)c1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9633333333333334
O=C(c1c[nH]c2ccc(-c3nccc4c3CCO4)cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9633333333333334
Cn1cc2c(C(=O)N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)cccc2n1,0.9633333333333334
O=C(c1ccc(F)cc1-c1noc2cc(F)ccc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
Cc1cc(C(=O)N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)[nH]n1,0.96
O=C(c1ccc(F)cc1-c1nccc2c1CCO2)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
O=C(c1c[nH]c2ccc(-c3ccccc3[N+](=O)[O-])cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
O=C1CCc2ccc(N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)cc2N1,0.96
Cc1ccccc1-c1ccc2[nH]cc(C(=O)N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)c2c1,0.96
Cc1cc(-c2cc(F)ccc2C(=O)N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)on1,0.96
O=C(c1ccc(F)cc1-c1ccccc1F)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
O=C(c1c[nH]c2ccc(-c3cccc(Cl)c3Cl)cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
O=C(c1c[nH]c2ccc(-c3ccc4[nH]c(=S)[nH]c4c3)cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
Cc1ccc(-c2cc(F)ccc2C(=O)N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)cc1,0.96
O=C(c1c[nH]c2ccc(-c3cccc(Br)c3)cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
O=C(c1ccc(F)cc1-c1cccc2[nH]c(O)nc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
O=C(c1ccc2ccc(=O)[nH]c2c1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
N#Cc1cccc(-c2cc(F)ccc2C(=O)N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)c1,0.96
Brc1cccc(N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)c1,0.96
O=C(c1ccc(F)cc1-c1cccc2c1CCO2)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
CN1CCc2ccc(-c3cc(F)ccc3C(=O)N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)cc2C1=O,0.96
O=C(c1ccccn1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
O=C(c1c[nH]c2ccc(-c3cccc4c3CCO4)cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
O=C(c1c[nH]c2ccc(-c3ccc(Br)cc3)cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
O=C(c1ccc(F)cc1-c1ccccc1[N+](=O)[O-])N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
C#Cc1ccc(-c2cc(F)ccc2C(=O)N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)cc1,0.96
O=C(c1c[nH]c2ccc(-c3cccc4[nH]c(O)nc34)cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
Cc1cc(-c2ccc3[nH]cc(C(=O)N4CCN5c6cccc7[nH]cc(c67)C[C@H]5C4)c3c2)[nH]n1,0.96
Cc1ccc(C(=O)N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)cc1,0.96
Cc1ccc2c(c1)c1c(n2-c2cc(F)ccc2C(=O)N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)CCN(C)C1,0.96
O=C(c1ccc(F)cc1-c1ccc(Cl)cc1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
O=C(c1c[nH]c2ccc(-c3cccc4c3OCO4)cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
O=C(c1ccc2ccccc2c1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
Cc1ccc2c(C(=O)N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)cccc2n1,0.96
O=C(c1c[nH]c2ccc([C@@H]3CC4c5ccccc5Sc5ccc(F)cc5[C@H]4O3)cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
c1cc2c3c(c[nH]c3c1)C[C@H]1CN(c3ccsc3)CCN21,0.96
Cc1ccccc1-c1cc(F)ccc1C(=O)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
O=C(C1CCc2ccc(O)cc2C1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
O=C(N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1)C12CC3CC(CC(C3)C1)C2,0.96
CC1Cc2ccccc2N1c1cc(F)ccc1C(=O)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
Cc1ncc(-c2ccc3[nH]cc(C(=O)N4CCN5c6cccc7[nH]cc(c67)C[C@H]5C4)c3c2)o1,0.96
O=C(C1CCCC1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
O=C(c1ccc(F)cc1-c1noc2ccccc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
O=C1CCc2ccc(-c3cc(F)ccc3C(=O)N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)cc2N1,0.96
C[C@H]1c2c(O)cccc2CC[C@H]1C(=O)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
O=C(c1c[nH]c2ccc(-c3cc[nH]c(=O)c3)cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.96
CC1Cc2ccccc2N1c1ccc2[nH]cc(C(=O)N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)c2c1,0.96
NC(=O)c1ccc2[nH]cc(C(=O)N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)c2c1,0.96
Cc1ccc(-c2ccc3[nH]cc(C(=O)N4CCN5c6cccc7[nH]cc(c67)C[C@H]5C4)c3c2)cn1,0.96
O=C(c1ccc(F)cc1-c1nccc2sccc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9566666666666667
O=C(c1c[nH]c2ccc(N3CCc4ccccc4C3)cc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9566666666666667
c1ccc(N2CCN3c4cccc5[nH]cc(c45)C[C@H]3C2)cc1,0.9566666666666667
COc1ccc2[nH]cc(C(=O)N3CCN4c5cccc6[nH]cc(c56)C[C@H]4C3)c2c1,0.9566666666666667
O=C(c1ccc(F)cc1[C@@H]1CC2c3ccccc3Sc3ccc(F)cc3[C@H]2O1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9566666666666667
N#Cc1cccnc1-c1cc(F)ccc1C(=O)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9566666666666667
O=C(c1cnccn1)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9566666666666667
O=C(c1ccc(F)cc1-c1ccc(O)c2[nH]c(=O)ccc12)N1CCN2c3cccc4[nH]cc(c34)C[C@H]2C1,0.9566666666666667
